"age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
39,"blue-collar","married","basic.4y","no","yes","no","telephone","may","wed",151,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
38,"technician","married","professional.course","no","no","no","cellular","mar","thu",66,3,999,0,"nonexistent",-1.8,92.843,-50,1.757,5099.1,"no"
40,"housemaid","divorced","high.school","no","yes","no","cellular","may","wed",136,3,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
54,"unemployed","married","basic.9y","no","no","no","telephone","jun","fri",8,10,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
39,"technician","single","high.school","no","yes","no","telephone","may","mon",247,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"admin.","married","unknown","no","no","no","cellular","nov","mon",55,1,999,1,"failure",-0.1,93.2,-42,4.191,5195.8,"no"
34,"admin.","married","university.degree","no","no","no","cellular","aug","wed",202,1,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
37,"blue-collar","single","basic.9y","unknown","yes","no","telephone","may","wed",591,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"yes"
41,"technician","married","university.degree","no","no","no","telephone","jun","tue",88,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no"
57,"services","divorced","high.school","unknown","no","no","telephone","jun","fri",53,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
40,"technician","married","high.school","no","yes","yes","cellular","aug","fri",105,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
33,"unemployed","married","university.degree","no","yes","no","cellular","aug","fri",54,8,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
51,"entrepreneur","divorced","university.degree","no","yes","no","telephone","may","mon",231,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
49,"technician","divorced","unknown","no","no","no","telephone","jun","wed",41,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
28,"management","married","university.degree","no","yes","no","telephone","jun","wed",695,1,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"yes"
33,"entrepreneur","married","high.school","no","yes","no","cellular","apr","fri",273,2,999,1,"failure",-1.8,93.075,-47.1,1.479,5099.1,"no"
30,"blue-collar","married","basic.9y","unknown","no","no","telephone","may","wed",115,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.281,5099.1,"no"
44,"technician","married","unknown","no","no","yes","cellular","oct","tue",139,2,999,0,"nonexistent",-3.4,92.431,-26.9,0.728,5017.5,"no"
34,"admin.","single","university.degree","no","yes","no","cellular","jul","wed",337,1,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
24,"admin.","single","high.school","no","no","yes","cellular","mar","thu",181,1,999,0,"nonexistent",-1.8,92.843,-50,1.584,5099.1,"no"
28,"services","married","high.school","no","yes","yes","telephone","jul","wed",79,8,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
37,"technician","divorced","professional.course","no","no","no","cellular","may","mon",66,1,999,1,"failure",-1.8,92.893,-46.2,1.299,5099.1,"no"
41,"admin.","married","university.degree","no","no","no","cellular","aug","thu",84,5,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
33,"technician","single","professional.course","no","no","no","cellular","nov","tue",125,2,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
45,"technician","divorced","basic.9y","unknown","no","no","cellular","jul","wed",80,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
48,"technician","married","high.school","no","no","no","cellular","oct","thu",264,1,999,0,"nonexistent",-3.4,92.431,-26.9,0.722,5017.5,"yes"
32,"management","single","university.degree","no","no","no","cellular","apr","mon",333,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
35,"admin.","married","university.degree","unknown","yes","no","telephone","jun","mon",134,3,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no"
44,"services","married","basic.9y","no","yes","no","telephone","jun","wed",162,2,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
46,"unemployed","married","professional.course","no","no","no","cellular","jul","tue",182,1,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
34,"admin.","married","university.degree","unknown","no","no","cellular","aug","fri",305,1,999,0,"nonexistent",1.4,93.444,-36.1,4.964,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","telephone","jun","tue",220,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
52,"admin.","married","university.degree","no","no","no","cellular","may","wed",242,2,7,1,"success",-1.8,92.893,-46.2,1.27,5099.1,"no"
34,"admin.","single","university.degree","no","no","no","telephone","oct","tue",135,1,999,0,"nonexistent",-0.1,93.798,-40.4,4.86,5195.8,"yes"
29,"admin.","married","university.degree","unknown","yes","no","telephone","may","tue",379,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"retired","married","basic.6y","unknown","no","yes","telephone","may","thu",298,5,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
70,"retired","married","university.degree","no","yes","no","cellular","aug","mon",73,3,999,1,"failure",-2.9,92.201,-31.4,0.843,5076.2,"no"
26,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",88,2,6,1,"success",-1.8,92.893,-46.2,1.291,5099.1,"no"
56,"admin.","married","basic.9y","no","yes","no","cellular","aug","tue",130,1,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
25,"services","single","basic.9y","no","no","no","telephone","jun","thu",180,1,999,0,"nonexistent",-1.7,94.055,-39.8,0.742,4991.6,"no"
51,"blue-collar","married","basic.6y","unknown","yes","no","telephone","may","mon",396,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
51,"services","married","professional.course","unknown","no","no","cellular","may","thu",113,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no"
53,"blue-collar","married","professional.course","no","no","yes","cellular","may","mon",28,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.244,5099.1,"no"
44,"admin.","married","university.degree","unknown","yes","no","cellular","aug","wed",641,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"yes"
34,"admin.","single","high.school","no","yes","no","cellular","jul","wed",271,2,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
45,"unknown","married","unknown","no","no","yes","telephone","may","thu",93,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
43,"admin.","divorced","university.degree","no","yes","no","cellular","jun","tue",418,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.262,5076.2,"no"
36,"entrepreneur","single","basic.4y","no","no","no","cellular","jun","tue",166,1,999,0,"nonexistent",-2.9,92.963,-40.8,1.099,5076.2,"no"
48,"blue-collar","married","basic.9y","no","no","yes","cellular","aug","mon",221,1,999,0,"nonexistent",1.4,93.444,-36.1,4.97,5228.1,"no"
39,"technician","divorced","professional.course","no","unknown","unknown","telephone","may","mon",182,11,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
49,"services","married","basic.9y","no","yes","no","cellular","aug","thu",32,2,999,0,"nonexistent",1.4,93.444,-36.1,4.962,5228.1,"no"
37,"services","married","high.school","no","yes","yes","telephone","jun","tue",351,3,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no"
66,"unemployed","single","basic.4y","no","no","no","telephone","apr","thu",56,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.365,5099.1,"no"
37,"blue-collar","single","high.school","no","no","no","telephone","may","wed",332,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
28,"admin.","married","high.school","unknown","yes","yes","cellular","jul","tue",722,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
36,"admin.","married","basic.9y","no","no","no","telephone","may","fri",107,1,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
33,"admin.","married","university.degree","no","no","no","cellular","aug","mon",177,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
32,"technician","married","professional.course","no","yes","no","cellular","may","tue",235,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
51,"blue-collar","divorced","high.school","no","yes","yes","cellular","may","tue",10,6,999,0,"nonexistent",-1.8,92.893,-46.2,1.291,5099.1,"no"
26,"self-employed","married","university.degree","no","yes","yes","cellular","jul","tue",45,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no"
41,"technician","married","professional.course","no","no","no","cellular","aug","tue",1476,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
42,"blue-collar","divorced","basic.9y","no","no","no","telephone","may","thu",159,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
43,"unemployed","single","university.degree","no","no","no","telephone","may","mon",404,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
25,"admin.","married","university.degree","no","no","no","cellular","mar","fri",184,1,999,0,"nonexistent",-1.8,92.843,-50,1.531,5099.1,"no"
54,"blue-collar","married","basic.4y","unknown","no","no","cellular","may","fri",87,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no"
24,"services","married","high.school","no","yes","no","cellular","jul","mon",337,4,999,0,"nonexistent",1.4,93.918,-42.7,4.96,5228.1,"no"
31,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",219,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
48,"admin.","single","high.school","no","yes","no","cellular","jul","fri",237,5,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
30,"services","married","high.school","unknown","yes","yes","telephone","may","tue",320,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
42,"self-employed","married","university.degree","unknown","yes","no","cellular","aug","tue",91,2,999,0,"nonexistent",1.4,93.444,-36.1,4.966,5228.1,"no"
48,"admin.","married","university.degree","unknown","no","no","telephone","may","wed",149,2,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no"
36,"management","married","university.degree","no","yes","yes","telephone","may","fri",16,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no"
33,"admin.","divorced","high.school","no","no","no","cellular","jul","wed",249,3,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
51,"admin.","divorced","university.degree","no","no","no","cellular","jul","mon",470,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"blue-collar","married","basic.6y","no","yes","no","telephone","jun","wed",52,2,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
32,"technician","married","professional.course","no","no","no","telephone","may","tue",1906,3,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
56,"admin.","married","basic.9y","no","no","no","cellular","aug","wed",338,2,4,1,"success",-2.9,92.201,-31.4,0.879,5076.2,"yes"
40,"admin.","married","university.degree","unknown","yes","no","telephone","may","mon",163,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
54,"technician","married","basic.9y","no","no","no","telephone","jun","fri",63,9,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no"
29,"admin.","single","university.degree","no","yes","no","cellular","nov","tue",636,1,999,0,"nonexistent",-0.1,93.2,-42,4.153,5195.8,"no"
36,"admin.","married","high.school","no","no","no","telephone","may","tue",342,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
43,"technician","married","professional.course","no","yes","no","telephone","jun","wed",26,1,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no"
44,"blue-collar","married","basic.6y","no","no","no","cellular","apr","mon",400,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
39,"services","married","high.school","no","no","no","cellular","may","mon",294,2,999,0,"nonexistent",-1.8,92.893,-46.2,1.299,5099.1,"no"
30,"technician","single","professional.course","no","no","no","cellular","aug","tue",129,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
27,"unemployed","married","basic.6y","unknown","no","yes","telephone","jul","wed",399,8,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
53,"entrepreneur","married","basic.6y","no","yes","no","telephone","nov","fri",228,6,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no"
31,"blue-collar","single","high.school","no","yes","no","cellular","may","mon",126,2,999,1,"failure",-1.8,92.893,-46.2,1.244,5099.1,"no"
44,"blue-collar","married","basic.9y","unknown","yes","no","cellular","apr","mon",81,3,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
71,"retired","married","basic.4y","unknown","unknown","unknown","cellular","aug","tue",216,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.859,5076.2,"yes"
36,"admin.","single","university.degree","no","no","no","cellular","jul","thu",78,16,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no"
18,"student","single","basic.9y","no","yes","no","cellular","aug","tue",642,1,999,0,"nonexistent",-2.9,92.201,-31.4,0.884,5076.2,"yes"
38,"admin.","married","high.school","no","no","no","cellular","jul","thu",561,2,10,2,"success",-1.7,94.215,-40.3,0.782,4991.6,"yes"
33,"admin.","divorced","high.school","no","yes","no","telephone","may","wed",161,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no"
33,"technician","married","high.school","no","unknown","unknown","cellular","apr","mon",122,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no"
45,"technician","married","basic.9y","no","no","no","cellular","may","fri",144,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.313,5099.1,"no"
51,"technician","married","professional.course","no","yes","no","cellular","apr","thu",687,1,0,1,"success",-1.8,93.075,-47.1,1.365,5099.1,"yes"
45,"blue-collar","single","basic.9y","no","no","no","telephone","may","thu",78,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
39,"admin.","married","high.school","no","no","no","cellular","nov","mon",148,1,999,1,"failure",-1.1,94.767,-50.8,1.05,4963.6,"no"
50,"admin.","married","university.degree","no","yes","no","cellular","aug","mon",166,2,999,0,"nonexistent",1.4,93.444,-36.1,4.963,5228.1,"no"
35,"blue-collar","married","high.school","no","yes","no","cellular","may","thu",121,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.266,5099.1,"no"
42,"entrepreneur","married","basic.4y","no","yes","yes","cellular","nov","wed",20,4,999,0,"nonexistent",-0.1,93.2,-42,4.12,5195.8,"no"
36,"technician","married","professional.course","no","yes","no","telephone","may","wed",86,4,999,0,"nonexistent",-1.8,92.893,-46.2,1.27,5099.1,"no"
29,"blue-collar","single","basic.6y","no","no","no","telephone","may","thu",27,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no"
39,"admin.","married","university.degree","no","yes","no","cellular","nov","wed",171,2,999,1,"failure",-0.1,93.2,-42,4.12,5195.8,"no"
37,"admin.","married","university.degree","no","no","no","cellular","aug","wed",996,1,999,0,"nonexistent",1.4,93.444,-36.1,4.967,5228.1,"yes"
50,"self-employed","married","professional.course","no","yes","yes","cellular","jul","mon",106,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
57,"housemaid","married","basic.4y","no","no","yes","telephone","may","wed",221,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
24,"admin.","married","university.degree","no","no","no","cellular","jul","wed",135,1,999,0,"nonexistent",1.4,93.918,-42.7,4.963,5228.1,"no"
27,"admin.","single","high.school","no","yes","no","telephone","jul","mon",167,4,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
39,"admin.","divorced","university.degree","no","no","no","cellular","aug","mon",125,2,999,0,"nonexistent",1.4,93.444,-36.1,4.965,5228.1,"no"
43,"services","married","professional.course","no","no","no","cellular","apr","mon",230,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.466,5099.1,"no"
51,"unemployed","divorced","high.school","unknown","yes","no","cellular","nov","thu",1166,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no"
35,"admin.","married","high.school","no","yes","no","telephone","jun","wed",55,2,999,0,"nonexistent",1.4,94.465,-41.8,4.962,5228.1,"no"
30,"blue-collar","single","basic.9y","unknown","yes","yes","telephone","may","mon",225,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
34,"management","married","university.degree","no","yes","no","telephone","may","mon",18,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
53,"management","married","university.degree","unknown","no","no","telephone","may","tue",369,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no"
49,"blue-collar","married","basic.4y","unknown","yes","no","telephone","may","thu",282,1,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
37,"admin.","single","high.school","no","yes","no","telephone","jun","tue",384,1,999,0,"nonexistent",1.4,94.465,-41.8,4.864,5228.1,"no"
45,"management","married","university.degree","unknown","yes","yes","cellular","jul","mon",56,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no"
38,"admin.","married","basic.9y","no","yes","no","cellular","may","tue",69,1,999,1,"failure",-1.8,92.893,-46.2,1.291,5099.1,"no"
49,"admin.","married","high.school","no","yes","no","cellular","may","wed",115,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no"
24,"services","single","high.school","no","yes","no","cellular","apr","tue",850,2,999,0,"nonexistent",-1.8,93.075,-47.1,1.423,5099.1,"yes"
35,"blue-collar","married","basic.4y","no","yes","no","cellular","may","tue",65,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.344,5099.1,"no"
59,"technician","married","university.degree","unknown","unknown","unknown","telephone","may","mon",123,1,999,0,"nonexistent",1.1,93.994,-36.4,4.858,5191,"no"
53,"retired","divorced","high.school","no","no","yes","telephone","may","thu",504,5,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no"
59,"technician","divorced","professional.course","no","no","no","cellular","apr","mon",185,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"yes"
